REG_ANS;ano;trimestre;VL_SALDO_FINAL
392804;2025;3;2611467587.02
393321;2023;4;47062279559.93
393321;2025;2;600201122.12
393533;2023;4;61492144.81
393533;2025;1;14248874.74
393533;2025;2;23053591.17
393533;2025;3;57123589.23
394734;2023;4;956251470.24
394734;2025;1;347766333.07
394734;2025;2;470918267.78
394734;2025;3;597175682.22
395480;2023;4;1753198116.6
395480;2025;1;208446280.08
395480;2025;2;356021020.57
395480;2025;3;492988768.85
397245;2023;4;15884742.68
397245;2025;1;4446104.4
397245;2025;2;7818950.28
397245;2025;3;10301114.18
400190;2023;4;253680206.44
400556;2023;4;1585388.47
400572;2023;4;10638951.47
400882;2023;4;1697654.71
401072;2023;4;7560079.85
401081;2023;4;917825641.46
401081;2025;1;266867153.94
401081;2025;2;482579181.93
401081;2025;3;692705299.53
401463;2023;4;6135542.84
401480;2023;4;103346177.45
401480;2025;1;59443404.2
401480;2025;2;100955965.35
401480;2025;3;148477866.59
401871;2023;4;5505064.15
401919;2023;4;1888439.95
402001;2023;4;85870698.02
402001;2025;1;26706496.6
402001;2025;2;47229321.28
402001;2025;3;66848296.67
402010;2023;4;15818823.77
402095;2023;4;15715031.93
402109;2023;4;2471189.52
402206;2023;4;120013939.49
402206;2025;1;47366425.85
402206;2025;2;90424486.67
402206;2025;3;136517013.8
402516;2023;4;6294567.97
402834;2023;4;107719147.38
402966;2023;4;852830838.94
402966;2025;1;110842486.58
402966;2025;2;158039063.06
402966;2025;3;177821280.03
403245;2023;4;10824666.79
403458;2023;4;15975488.78
403512;2023;4;9362515.04
403636;2023;4;1545362.02
403865;2023;4;3384093.03
403911;2023;4;11581173448.13
403962;2023;4;407013107.73
403962;2025;1;185107346.97
403962;2025;2;298755601.09
403962;2025;3;426486459.1
403997;2023;4;7361464.24
404241;2023;4;88126961.97
404241;2025;1;38882645.61
404241;2025;2;67556354.72
404241;2025;3;99879292.18
404772;2023;4;3670745.06
404942;2023;4;3940486.2
405582;2023;4;601439.68
405671;2023;4;911528.3
405931;2023;4;118181.22
406121;2023;4;23071891.44
406414;2023;4;734322.86
406481;2023;4;1255815746.82
406481;2025;1;293882894.84
406481;2025;2;513895865.27
406481;2025;3;756429085.79
406554;2023;4;774771561.68
406554;2025;1;328251423.03
406554;2025;2;527994826.68
406554;2025;3;842944985.58
406635;2023;4;50224394.8
406635;2025;1;21650390.89
406635;2025;2;37205372.59
406635;2025;3;53859644.53
406708;2023;4;96284619.39
406805;2023;4;129537560.31
406805;2025;1;46492523.67
406805;2025;2;88410008.37
406805;2025;3;138817746.58
406813;2023;4;42483917.9
406813;2025;1;10785854.32
406813;2025;2;18864023.83
406813;2025;3;27228752.47
406937;2023;4;148217927.29
406937;2025;1;55419818.23
406937;2025;2;96836585.97
406937;2025;3;142646384.88
406945;2023;4;398041947.55
406945;2025;1;126684170.98
406945;2025;2;226139638.06
406945;2025;3;324526537.85
407011;2023;4;394991828.93
407011;2025;1;833841615.11
407011;2025;2;1191823498.54
407011;2025;3;1141578316.09
407224;2023;4;67645200.7
407224;2025;1;41826440.87
407224;2025;2;51569569.51
407224;2025;3;62151372.43
407241;2023;4;2578342.57
407534;2023;4;34132005.06
407534;2025;1;9366266.54
407534;2025;2;15972394.13
407534;2025;3;22809920.87
407569;2023;4;46504589.91
407569;2025;1;15631268.96
407569;2025;2;28271139.59
407569;2025;3;40749483.03
408026;2023;4;41270227.47
408026;2025;1;11851990.52
408026;2025;2;22820362.59
408026;2025;3;33710820.62
408034;2023;4;34739062.83
408034;2025;1;13095988.16
408034;2025;2;19915984.15
408034;2025;3;26869523.16
408093;2023;4;26319090.18
408093;2025;1;9817075.27
408093;2025;2;14743456.12
408093;2025;3;30900920.3
408263;2023;4;66171888.87
408263;2025;1;21791809.71
408263;2025;2;41566842.97
408263;2025;3;61144404.19
408522;2023;4;14040218.15
408522;2025;1;6417824.03
408522;2025;2;9914682.95
408522;2025;3;12471873.73
408794;2023;4;207406289.33
408794;2025;1;72377851.55
408794;2025;2;125062233.9
408794;2025;3;186276875.21
409243;2023;4;1242845402.82
409243;2025;1;417243991.48
409243;2025;2;745667474.89
409243;2025;3;1096080180.24
409286;2023;4;5148804.75
409286;2025;1;1706565.35
409286;2025;2;2876055.56
409286;2025;3;4258790.6
409405;2023;4;28245960.96
409405;2025;1;15385959.47
409405;2025;2;19801345.99
409405;2025;3;27079095.07
409413;2023;4;100704119.83
409413;2025;1;29424351.99
409413;2025;2;56952971.95
409413;2025;3;82679190.54
409634;2023;4;54233196.42
409634;2025;1;18033664.47
409634;2025;2;36076597.89
409634;2025;3;51046329.44
409791;2023;4;41618296.91
409791;2025;1;13582185.95
409791;2025;2;24063598.95
409791;2025;3;35812124.55
410071;2023;4;431530.76
410110;2023;4;215577038.52
410110;2025;1;69755218.43
410110;2025;2;120022206.43
410110;2025;3;167204843.21
410128;2023;4;299142112.83
410128;2025;1;94094058.8
410128;2025;2;175594480.5
410128;2025;3;258263925.51
410292;2023;4;495852431.7
410292;2025;1;172601593.61
410292;2025;2;305299161.85
410292;2025;3;466028320.73
410420;2023;4;0.0
410608;2023;4;100872660.66
410608;2025;1;34115555.76
410608;2025;2;63849482.13
410608;2025;3;94262595.0
410624;2023;4;80089546.39
410624;2025;1;31106853.7
410624;2025;2;49847511.0
410624;2025;3;69063139.48
410888;2023;4;189990807.67
410888;2025;1;56081825.77
410888;2025;2;115375409.15
410888;2025;3;180028962.81
411248;2023;4;70114887.33
411248;2025;1;13157573.93
411248;2025;2;23757043.39
411248;2025;3;33973972.81
411256;2023;4;2812214868.25
411256;2025;1;1019410877.79
411256;2025;2;1894703640.19
411256;2025;3;2809368132.12
411582;2023;4;400625155.94
411582;2025;1;132314937.14
411582;2025;2;236207847.01
411582;2025;3;346070945.16
411701;2023;4;2809503.95
411752;2023;4;3207537046.58
411752;2025;1;762448021.74
411752;2025;2;1087304114.99
411752;2025;3;1352952278.7
411809;2023;4;86019431.09
411809;2025;1;25722099.22
411809;2025;2;44881682.37
411809;2025;3;67850618.81
411868;2023;4;34601126.83
411868;2025;1;23270643.9
411868;2025;2;40698061.49
411868;2025;3;64610996.04
412015;2023;4;29961907.54
412015;2025;1;9858388.81
412015;2025;2;17774503.08
412015;2025;3;27774342.37
412040;2023;4;9792425.56
412058;2023;4;424860289.03
412058;2025;1;86623963.3
412058;2025;2;141842022.43
412058;2025;3;198445612.14
412228;2023;4;6778406.81
412252;2023;4;169487347.93
412252;2025;1;58407974.27
412252;2025;2;116266220.1
412252;2025;3;167400036.49
412295;2023;4;350157843.99
412295;2025;1;171546816.61
412295;2025;2;275190907.21
412295;2025;3;383513836.36
412635;2023;4;256567458.44
412635;2025;1;106173386.88
412635;2025;2;125847094.15
412635;2025;3;145741639.25
412759;2023;4;294696798.21
412759;2025;1;110106451.65
412759;2025;2;170579203.15
412759;2025;3;251499148.29
412830;2023;4;0.0
412996;2023;4;75797093.28
412996;2025;1;26182419.27
412996;2025;2;47993930.64
412996;2025;3;67780562.39
413160;2023;4;370042797.85
413160;2025;1;106703791.05
413160;2025;2;199820048.88
413160;2025;3;309500716.83
413194;2023;4;89874511.7
413267;2023;4;12655614.22
413267;2025;1;7528137.5
413267;2025;2;10439625.66
413267;2025;3;14957956.77
413283;2023;4;44010158.0
413283;2025;1;17975756.59
413283;2025;2;36740254.6
413283;2025;3;58538593.42
413330;2023;4;291081073.4
413330;2025;1;82775465.95
413330;2025;2;150821114.78
413330;2025;3;221572636.81
413348;2023;4;4111429.74
413372;2023;4;150616595.08
413372;2025;1;56041760.79
413372;2025;2;93202106.97
413372;2025;3;136756907.97
413429;2023;4;122758469.47
413429;2025;1;47484281.57
413429;2025;2;88664204.06
413429;2025;3;129411392.93
413518;2023;4;132191563.13
413518;2025;1;40321941.18
413518;2025;2;83361819.18
413518;2025;3;125132876.49
413534;2023;4;6367711690.49
413534;2025;1;2120840450.25
413534;2025;2;3838819558.84
413534;2025;3;5555525628.33
413551;2025;2;5383312.01
413551;2025;3;6965325.83
413721;2023;4;186703705.47
413721;2025;1;73593357.31
413721;2025;2;131637781.31
413721;2025;3;194588854.9
413747;2023;4;39198440.48
413747;2025;1;10025530.81
413747;2025;2;18781628.54
413747;2025;3;28033277.41
413941;2023;4;31582223.8
414026;2023;4;43747107.09
414026;2025;1;16667332.12
414026;2025;2;28388422.67
414026;2025;3;38330025.62
414212;2023;4;161927297.36
414212;2025;1;66616167.69
414212;2025;2;107412589.62
414212;2025;3;152421639.12
414310;2023;4;795470940.8
414310;2025;1;289091512.16
414310;2025;2;506688306.23
414310;2025;3;744729168.79
414352;2023;4;806057006.79
414352;2025;1;314773135.59
414352;2025;2;583147345.98
414352;2025;3;851148271.22
414387;2023;4;72632025.65
414387;2025;1;20702377.01
414387;2025;2;38878913.91
414387;2025;3;59009979.76
414425;2023;4;36267.72
414492;2023;4;1600374418.47
414492;2025;1;448781067.41
414492;2025;2;809502970.53
414492;2025;3;1212780332.23
414557;2023;4;13470393.03
414573;2023;4;492388938.07
414573;2025;1;184672696.38
414573;2025;2;323530904.91
414573;2025;3;470172670.65
414581;2023;4;1009274201.96
414581;2025;1;442162852.72
414581;2025;2;825911195.02
414581;2025;3;1179000979.34
414654;2023;4;88519607.32
414654;2025;1;34615458.38
414654;2025;2;64205520.76
414654;2025;3;95929821.95
414662;2023;4;82600350.81
414662;2025;1;61732475.04
414662;2025;2;109491142.24
414662;2025;3;155304576.67
414689;2023;4;14463257.69
414689;2025;1;7798224.8
414689;2025;2;9084448.03
414689;2025;3;13338620.58
414701;2023;4;66763485.66
414701;2025;1;24995785.99
414701;2025;2;47174970.89
414701;2025;3;70861648.96
414891;2023;4;1646771.5
414905;2023;4;311239478.29
414905;2025;1;75233591.34
414905;2025;2;266896164.31
414905;2025;3;403323722.44
414921;2023;4;7718061.83
414930;2023;4;590139948.49
414930;2025;1;232522145.17
414930;2025;2;420015870.73
414930;2025;3;621229398.02
414981;2023;4;1020069.21
415014;2023;4;608297988.49
415014;2025;1;222061853.46
415014;2025;2;399516383.1
415014;2025;3;526437917.89
415057;2023;4;242373.0
415065;2023;4;172155130.88
415065;2025;1;85208570.29
415065;2025;2;178950585.96
415065;2025;3;286197018.09
415081;2023;4;55284040.15
415081;2025;1;9529185.23
415081;2025;2;14352425.52
415081;2025;3;20627038.17
415111;2023;4;1698690108.11
415111;2025;1;548467045.93
415111;2025;2;1018181554.15
415111;2025;3;1459244608.89
415243;2023;4;30468098.6
415243;2025;1;10827920.09
415243;2025;2;21288098.48
415243;2025;3;32904753.64
415260;2023;4;5282553.72
415626;2023;4;144578179.39
415626;2025;1;58161915.62
415626;2025;2;112332424.44
415626;2025;3;173291390.74
415693;2023;4;1094274164.34
415693;2025;1;311871634.56
415693;2025;2;602743154.34
415693;2025;3;890609281.99
415774;2023;4;1152256241.84
415774;2025;1;393574820.02
415774;2025;2;700447941.09
415774;2025;3;1021460369.06
415782;2023;4;725764.2
415821;2023;4;778246.69
415871;2023;4;334707.82
415898;2023;4;5965761.17
415901;2023;4;13810670.46
415901;2025;1;4421914.25
415901;2025;2;7517176.36
415901;2025;3;10322014.02
415910;2023;4;17131377.96
415910;2025;1;6398518.96
415910;2025;2;10855727.95
415910;2025;3;15649430.17
415936;2023;4;217471368.35
415936;2025;1;78239400.49
415936;2025;2;163143782.08
415936;2025;3;254374337.0
415944;2023;4;1356412.72
415944;2025;1;508215.17
415944;2025;2;918568.51
415944;2025;3;1381908.32
415952;2023;4;2125648.13
415987;2023;4;43384432.83
415987;2025;1;13246311.97
415987;2025;2;25430343.9
415987;2025;3;37313190.58
416177;2023;4;2617171.89
416193;2023;4;4578125.22
416371;2023;4;8120925.77
416398;2023;4;571251459.7
416398;2025;1;168167113.12
416398;2025;2;298021992.87
416398;2025;3;441703083.09
416401;2023;4;1315840966.91
416401;2025;1;494327381.45
416401;2025;2;928368626.99
416401;2025;3;1323551266.19
416410;2023;4;929054.54
416410;2025;1;113800.02
416410;2025;3;591545.94
416428;2023;4;5206536454.28
416428;2025;1;3488324352.61
416428;2025;2;5059610826.02
416428;2025;3;6692167901.88
416495;2023;4;421962380.61
416495;2025;1;156177650.16
416495;2025;2;281121408.29
416495;2025;3;420659477.95
416525;2023;4;93388372.39
416525;2025;1;32460499.67
416525;2025;2;55826970.08
416525;2025;3;79415393.64
416568;2023;4;1232271314.71
416568;2025;1;479676910.0
416568;2025;2;776348199.01
416568;2025;3;1122581865.15
416584;2023;4;256743026.45
416584;2025;1;107683145.47
416584;2025;2;194138340.49
416584;2025;3;282952402.75
416657;2023;4;2536451.29
416665;2023;4;2883214.3
416690;2023;4;477831556.7
416690;2025;1;185435488.12
416690;2025;2;332067348.74
416690;2025;3;497754935.6
416738;2023;4;467259412.98
416738;2025;1;196363336.29
416738;2025;2;382376185.7
416738;2025;3;559043608.07
416789;2023;4;232823.78
416789;2025;1;1787206.56
416789;2025;2;3573536.62
416789;2025;3;5321814.64
416801;2023;4;774822486.31
416801;2025;1;225174568.35
416801;2025;2;429377087.45
416801;2025;3;654058315.21
416835;2023;4;243410.66
416908;2023;4;4874161.56
416932;2023;4;3597191.18
417050;2023;4;1788539.66
417050;2025;1;872154.88
417050;2025;2;1154802.68
417050;2025;3;1766714.68
417092;2023;4;527381.87
417092;2025;1;527495.04
417092;2025;2;9568.3
417092;2025;3;9568.3
417106;2023;4;27688966.62
417106;2025;1;6877565.31
417106;2025;2;13395306.67
417106;2025;3;20831425.1
417114;2023;4;439731.42
417131;2023;4;22365800.88
417131;2025;1;5631373.17
417131;2025;2;13339913.65
417131;2025;3;20222086.97
417149;2023;4;1483165.38
417165;2025;1;1108956.24
417165;2025;2;1064317.77
417165;2025;3;0.0
417173;2023;4;122860749.18
417173;2025;1;38337426.68
417173;2025;2;55592191.02
417173;2025;3;78470651.82
417211;2023;4;435224413.19
417211;2025;1;135918199.77
417211;2025;2;271028600.09
417211;2025;3;406864218.18
417220;2023;4;29954489.64
417220;2025;1;7247947.36
417220;2025;2;12540595.17
417220;2025;3;18185013.48
417262;2023;4;137258.36
417289;2023;4;109506006.94
417289;2025;1;55587767.72
417289;2025;2;113439654.12
417289;2025;3;170856266.44
417297;2023;4;665021531.35
417297;2025;1;221107790.52
417297;2025;2;412069609.58
417297;2025;3;610835502.39
417301;2023;4;34964905.64
417301;2025;1;11241208.55
417301;2025;2;20279736.55
417301;2025;3;29602753.65
417343;2023;4;227497.6
417424;2023;4;37328045.5
417424;2025;1;24207009.01
417424;2025;2;39774907.0
417424;2025;3;58339028.81
417441;2023;4;2278354.72
417459;2023;4;13673638.22
417459;2025;1;3383970.88
417459;2025;2;6629787.58
417459;2025;3;10001540.72
417475;2023;4;57713196.97
417475;2025;1;22550195.16
417475;2025;2;46568568.5
417475;2025;3;60256987.08
417491;2023;4;5465655.33
417491;2025;1;12205327.51
417491;2025;2;38482612.85
417491;2025;3;96822995.53
417505;2023;4;3843054335.71
417505;2025;1;1434098603.88
417505;2025;2;2572076958.31
417505;2025;3;3467167170.3
417530;2023;4;2196482076.73
417530;2025;1;673525559.11
417530;2025;2;1316289164.47
417530;2025;3;1998361936.69
417548;2023;4;1289625864.21
417548;2025;1;436737149.6
417548;2025;2;758503366.95
417548;2025;3;1104201516.05
417564;2023;4;2737980.48
417581;2023;4;4076011.08
417599;2023;4;642466849.74
417599;2025;1;264308274.44
417599;2025;2;427341034.59
417599;2025;3;571666884.39
417602;2023;4;21869202.39
417602;2025;1;3147978.39
417602;2025;2;5282367.12
417602;2025;3;8040972.36
417611;2023;4;0.0
417611;2025;1;0.0
417645;2023;4;465038.76
417661;2023;4;470095893.71
417661;2025;1;120551145.31
417661;2025;2;245306536.93
417661;2025;3;376396502.34
417718;2023;4;129929942.13
417718;2025;1;6268309.8
417718;2025;2;13662898.64
417718;2025;3;30002307.56
417769;2023;4;840335.02
417785;2023;4;1565701.06
417815;2023;4;665074007.45
417815;2025;1;204482080.69
417815;2025;2;361535712.08
417815;2025;3;511045983.57
417831;2023;4;9338318.48
417831;2025;1;7740442.45
417831;2025;2;16678032.16
417831;2025;3;26284078.31
417840;2023;4;21872740.06
417840;2025;3;15316001.85
417874;2023;4;1277495.31
417891;2023;4;8190694.26
417947;2023;4;810585949.77
417947;2025;1;303468309.48
417947;2025;2;543260214.58
417947;2025;3;782028726.36
417955;2023;4;437925369.26
417955;2025;1;138942981.51
417955;2025;2;275754275.43
417955;2025;3;430048129.37
417998;2023;4;7972172.16
418013;2023;4;607902.06
418021;2023;4;2323136804.7
418021;2025;1;750562390.98
418021;2025;2;1411514284.24
418021;2025;3;1958930799.67
418030;2023;4;3083621.24
418030;2025;1;537705.4
418030;2025;2;1034740.06
418030;2025;3;1520344.6
418048;2023;4;11765.06
418072;2023;4;-14307581.97
418072;2025;1;14434400.0
418072;2025;2;12032578.69
418072;2025;3;11718329.88
418111;2023;4;1795524.0
418129;2023;4;45187927.75
418129;2025;1;13389843.56
418129;2025;2;26934036.38
418129;2025;3;45979524.9
418137;2023;4;191980771.49
418137;2025;1;72093020.13
418137;2025;2;120313494.59
418137;2025;3;172558591.17
418161;2023;4;0.0
418161;2025;1;0.0
418170;2023;4;1665393530.24
418170;2025;1;825023325.97
418170;2025;2;1489657192.39
418170;2025;3;2163464817.04
418200;2023;4;10810889.05
418218;2023;4;29687006.31
418218;2025;1;8963952.32
418218;2025;2;18363299.86
418218;2025;3;30073412.86
418226;2023;4;13380230.23
418226;2025;1;28737455.91
418226;2025;2;52516375.18
418226;2025;3;86289638.29
418242;2023;4;1643096.76
418277;2023;4;1044076.0
418285;2023;4;196917602.0
418285;2025;1;90262570.39
418285;2025;2;145391481.42
418285;2025;3;204846959.07
418340;2023;4;66897.96
418374;2023;4;809863867.13
418374;2025;1;303236403.57
418374;2025;2;452540474.35
418374;2025;3;662218892.68
418439;2023;4;3578197.21
418447;2023;4;1112904.06
418501;2023;4;92208028.34
418501;2025;1;29531503.73
418501;2025;2;55795640.54
418501;2025;3;84198415.98
418536;2023;4;157487.67
418552;2023;4;14360392.53
418552;2025;1;7747448.4
418552;2025;2;9382675.58
418552;2025;3;14040641.61
418587;2023;4;505673623.13
418587;2025;1;128899408.87
418587;2025;2;240373937.78
418587;2025;3;362732921.06
418595;2023;4;250574.38
418595;2025;1;1176836.53
418595;2025;2;1440191.32
418595;2025;3;1592129.02
418617;2023;4;245775541.3
418617;2025;1;93655585.59
418617;2025;2;165716657.29
418617;2025;3;243350508.65
418625;2023;4;0.0
418650;2023;4;1133324100.72
418650;2025;1;357797080.76
418650;2025;2;657844725.74
418650;2025;3;997797064.35
418706;2025;1;55146.76
418706;2025;2;168582.2
418706;2025;3;301134.38
418731;2023;4;354473064.67
418731;2025;1;129480650.86
418731;2025;2;272563798.66
418731;2025;3;423523474.65
418749;2023;4;29604566.24
418749;2025;1;19702747.43
418749;2025;2;34592466.34
418749;2025;3;48993892.38
418757;2023;4;726884.71
418790;2023;4;5509450.51
418803;2023;4;589466684.77
418803;2025;1;230856775.08
418803;2025;2;419387769.34
418803;2025;3;605559879.87
418820;2023;4;302573396.78
418820;2025;1;118349993.47
418820;2025;2;202122641.17
418820;2025;3;318641507.01
418901;2023;4;184726.0
418919;2023;4;341286361.24
418919;2025;1;132755518.21
418919;2025;2;235844119.84
418919;2025;3;345996489.49
418960;2023;4;6620955.98
418960;2025;1;7360710.14
418960;2025;2;15261033.32
418960;2025;3;22367944.64
418986;2023;4;17280209.4
418986;2025;1;5495828.06
418986;2025;2;12353818.32
418986;2025;3;19199521.74
418994;2023;4;6933843.7
418994;2025;1;2002605.78
418994;2025;2;3370806.32
418994;2025;3;5322120.18
419010;2023;4;2764554653.75
419010;2025;1;982131754.3
419010;2025;2;1790731848.21
419010;2025;3;2675988710.12
419028;2023;4;28515716.89
419028;2025;1;7011763.27
419028;2025;2;13747370.71
419028;2025;3;20935461.16
419052;2023;4;370558730.27
419052;2025;1;143247154.49
419052;2025;2;248148850.97
419052;2025;3;375832024.13
419061;2023;4;681825.64
419079;2023;4;9568861.86
419079;2025;1;3727388.13
419079;2025;2;5673284.26
419079;2025;3;7377539.31
419095;2023;4;7566135.02
419095;2025;1;4280162.42
419095;2025;2;9224451.72
419095;2025;3;13513651.56
419133;2023;4;3231562881.93
419133;2025;1;2279198719.53
419133;2025;2;3361540995.48
419133;2025;3;4337533544.84
419141;2023;4;684789693.58
419141;2025;1;263440855.46
419141;2025;2;511936848.96
419141;2025;3;769297611.54
419150;2023;4;415412938.19
419150;2025;1;123480476.63
419150;2025;2;236369510.6
419150;2025;3;383098050.81
419168;2023;4;17500457.04
419184;2023;4;4594255.98
419231;2023;4;3311514.1
419249;2023;4;2718820912.36
419249;2025;1;992920167.58
419249;2025;2;1898811708.43
419249;2025;3;2882789616.2
419257;2023;4;0.0
419257;2025;1;0.0
419257;2025;2;0.0
419257;2025;3;0.0
419265;2023;4;4688.08
419281;2023;4;124503305.64
419281;2025;1;28398213.62
419281;2025;2;55309107.0
419281;2025;3;80679558.71
419290;2023;4;249677.86
419290;2025;1;15004667.36
419290;2025;2;136675.77
419290;2025;3;1674764.35
419303;2023;4;372311.02
419354;2023;4;62301610.36
419354;2025;1;1428203.0
419354;2025;2;-1520202.04
419354;2025;3;-4562759.84
419389;2023;4;28262866.66
419389;2025;1;2256476.36
419389;2025;2;4519095.14
419389;2025;3;6450887.44
419419;2023;4;362355982.06
419419;2025;1;97587661.6
419419;2025;2;188405912.84
419419;2025;3;281153242.96
419427;2023;4;453155820.67
419427;2025;1;123943117.99
419427;2025;2;239327423.51
419427;2025;3;404663950.2
419435;2023;4;5842591.38
419443;2023;4;13646701.24
419443;2025;1;11966977.02
419443;2025;2;17655568.48
419443;2025;3;34179273.6
419486;2023;4;400811717.61
419486;2025;1;151641154.65
419486;2025;2;254597644.05
419486;2025;3;382893104.19
419516;2023;4;437668397.2
419516;2025;1;93292271.42
419516;2025;3;208975640.74
419524;2023;4;21824331.74
419524;2025;1;4385821.46
419524;2025;2;7262307.64
419524;2025;3;10252840.64
419567;2023;4;0.0
419567;2025;1;28340.16
419567;2025;2;61232.96
419567;2025;3;105931.34
419583;2023;4;9326135.73
419591;2023;4;37293531.47
419591;2025;1;12976298.86
419591;2025;2;20975521.57
419591;2025;3;35430762.12
419621;2023;4;3010618.38
419699;2023;4;236205388.25
419699;2025;1;100007164.34
419699;2025;2;189743602.58
419699;2025;3;272930051.22
419729;2023;4;16526763.76
419753;2023;4;60563717.56
419753;2025;1;34906754.61
419753;2025;2;54310472.46
419753;2025;3;71154037.36
419761;2023;4;2771.24
419818;2023;4;4676424.53
419834;2023;4;3862311.19
419842;2023;4;0.0
419851;2023;4;86521970.77
419851;2025;1;26179848.42
419851;2025;2;46389610.46
419851;2025;3;69228324.16
419869;2023;4;361459.16
419869;2025;1;15000.0
419869;2025;2;30000.0
419869;2025;3;45000.0
419907;2023;4;2806653.45
419915;2023;4;840.0
419931;2023;4;65402.1
419958;2023;4;272894982.41
419958;2025;1;78560538.51
419958;2025;2;140566385.64
419958;2025;3;204199441.39
419974;2023;4;31245841.37
419974;2025;1;24670140.87
419974;2025;2;40957833.04
419974;2025;3;61161378.9
419982;2023;4;0.0
419991;2023;4;95913.5
420000;2023;4;387377897.42
420000;2025;1;154213874.88
420000;2025;2;267726388.09
420000;2025;3;388886397.22
420034;2023;4;61270.98
420051;2023;4;28737968.37
420051;2025;1;8137521.6
420051;2025;2;7845464.99
420077;2023;4;2089028717.11
420077;2025;1;524533038.13
420077;2025;2;1032809993.39
420077;2025;3;1560073492.39
420085;2023;4;157419138.27
420085;2025;1;47008196.98
420085;2025;2;85983584.25
420085;2025;3;124935524.39
420093;2023;4;28349115.16
420093;2025;1;11159100.38
420093;2025;2;18400624.54
420093;2025;3;27415263.13
420107;2023;4;3970512.11
420107;2025;1;966429.92
420107;2025;2;-1908507.69
420107;2025;3;-1039393.62
420123;2023;4;55550053.37
420123;2025;1;20913857.9
420123;2025;2;34131343.65
420123;2025;3;51130747.31
420140;2023;4;2353374.5
420140;2025;1;803000.0
420140;2025;2;1220655.38
420140;2025;3;1250133.58
420158;2023;4;633456827.26
420158;2025;1;224051665.77
420158;2025;2;449687130.32
420158;2025;3;687978617.82
420166;2023;4;989079199.08
420166;2025;1;342746363.87
420166;2025;2;664601149.12
420166;2025;3;981599800.84
420239;2023;4;2516959.91
420247;2023;4;293876.52
420255;2023;4;19231036.67
420271;2023;4;100311314.08
420271;2025;2;73115329.46
420271;2025;3;108769485.43
420280;2023;4;0.0
420301;2023;4;0.0
420697;2023;4;49461.46
420701;2023;4;217914311.3
420701;2025;1;66615551.25
420701;2025;2;134016218.91
420701;2025;3;214385624.45
420743;2023;4;847422.62
420778;2023;4;555410.8
420786;2023;4;197716914.05
420786;2025;1;60379566.33
420786;2025;2;113982594.14
420786;2025;3;166994965.18
420794;2023;4;452880.74
420816;2023;4;17598954.99
420816;2025;1;7262684.95
420816;2025;2;12725446.84
420816;2025;3;18420580.94
420824;2023;4;7993566.78
420841;2023;4;4015317.3
420841;2025;1;2859137.17
420841;2025;2;2504855.4
420841;2025;3;-468654.11
420859;2023;4;29988912.28
420859;2025;1;9619300.72
420859;2025;2;19469029.18
420859;2025;3;29171040.24
420930;2023;4;19255708.05
420930;2025;1;6419558.38
420930;2025;2;6263403.38
420930;2025;3;6263403.38
420956;2023;4;4491001.6
420964;2023;4;4854231.74
420972;2023;4;17195958.95
420981;2023;4;104144474.93
420981;2025;1;18284789.74
420981;2025;2;35267638.69
420981;2025;3;52867518.27
420999;2023;4;26292203.92
420999;2025;1;7630254.9
421006;2023;4;349552304.16
421006;2025;1;151291982.96
421006;2025;2;249423475.28
421006;2025;3;355333198.95
421049;2023;4;22700019.29
421081;2023;4;7687485.06
421120;2023;4;12361437.7
421138;2023;4;213998.66
421146;2023;4;102000.0
421146;2025;1;20000.0
421146;2025;2;20000.0
421146;2025;3;20000.0
421154;2023;4;240535175.01
421154;2025;1;130670014.39
421154;2025;2;229750269.65
421154;2025;3;397675283.23
421189;2023;4;11049829.84
421189;2025;1;10182264.74
421189;2025;2;18954657.72
421189;2025;3;27647417.28
421197;2023;4;585030578.38
421197;2025;1;221858510.38
421197;2025;2;409662964.6
421197;2025;3;604348710.06
421227;2023;4;151509.78
421243;2023;4;565962.64
421251;2023;4;74161.08
421278;2023;4;231052.24
421286;2023;4;4405505.78
421324;2023;4;41368.17
421332;2023;4;177938.02
421341;2023;4;563277182.46
421341;2025;1;221634802.72
421341;2025;2;397606037.41
421341;2025;3;577839443.77
421359;2023;4;132333744.65
421359;2025;1;37125209.54
421359;2025;2;65002015.05
421359;2025;3;101626159.49
421367;2023;4;184789501.1
421367;2025;1;16255373.89
421367;2025;2;6002371.97
421367;2025;3;8890297.85
421375;2023;4;279905.88
421375;2025;1;29350.0
421375;2025;2;42350.0
421375;2025;3;54350.0
421383;2023;4;2082325.51
421405;2023;4;112834103.0
421405;2025;1;63627083.38
421405;2025;2;144443616.16
421405;2025;3;218860538.14
421421;2023;4;1671340993.25
421421;2025;1;547782683.26
421421;2025;2;1001752770.89
421421;2025;3;1441255852.08
421464;2023;4;1118734.55
421472;2023;4;78781.2
421545;2023;4;1480789.38
421553;2023;4;48663.1
421561;2023;4;7132928.36
421561;2025;1;2382352.87
421561;2025;2;4354741.09
421561;2025;3;6161605.8
421618;2023;4;45087332.33
421618;2025;1;12657849.05
421618;2025;2;23346054.17
421618;2025;3;32543514.5
421634;2023;4;34677804.34
421634;2025;1;14213403.57
421634;2025;2;23962978.57
421634;2025;3;36708836.41
421642;2025;1;18854.98
421642;2025;2;557786.76
421642;2025;3;7094035.8
421677;2023;4;9169368.58
421707;2023;4;40055115.93
421707;2025;1;33881283.92
421707;2025;2;54118595.58
