REG_ANS;ano;trimestre;VL_SALDO_FINAL
337188;2025;3;1914925596.16
337374;2023;4;2125369927.5
337374;2025;1;698040488.1
337374;2025;2;1319447721.38
337374;2025;3;1965265926.47
337498;2023;4;645827324.96
337498;2025;1;173806658.89
337498;2025;2;302181000.12
337498;2025;3;441540126.33
337561;2023;4;129522045.74
337561;2025;1;41158521.33
337561;2025;2;76077015.37
337561;2025;3;111858826.89
337668;2023;4;4007345012.29
337668;2025;1;1360154183.92
337668;2025;2;2348310252.58
337668;2025;3;3345718160.96
337871;2023;4;1216049100.44
337871;2025;1;455846861.6
337871;2025;2;805489341.24
337871;2025;3;1177107094.99
338346;2023;4;213363027.59
338346;2025;1;154867964.44
338346;2025;2;299989531.46
338346;2025;3;446895419.95
338648;2023;4;1155813854.71
338648;2025;1;502653706.46
338648;2025;2;716491941.16
338648;2025;3;1040625037.81
339458;2023;4;47402438.37
339458;2025;1;13679762.14
339458;2025;2;25214114.47
339458;2025;3;36617034.21
339636;2023;4;407801706.27
339679;2023;4;59269228468.06
339679;2025;1;19173205809.07
339679;2025;2;33050967158.07
339679;2025;3;46852425771.6
339954;2023;4;4794388749.22
339954;2025;1;1610676856.88
339954;2025;2;2932915805.49
339954;2025;3;4353286112.55
340120;2023;4;24626674.33
340162;2023;4;49706564.65
340162;2025;1;19327744.82
340162;2025;2;28128484.76
340162;2025;3;27014758.32
340251;2023;4;395113362.21
340251;2025;1;183399207.76
340251;2025;2;331178548.42
340251;2025;3;467136018.46
340782;2023;4;6767220794.95
340782;2025;1;1565506344.36
340782;2025;2;3323341423.09
340782;2025;3;4740344669.05
340952;2023;4;2738998793.31
340952;2025;1;896161340.01
340952;2025;2;1714548401.78
340952;2025;3;2536385199.13
341819;2023;4;5196462.02
341819;2025;1;2496048.76
341819;2025;2;3179356.57
341819;2025;3;4628773.6
341894;2023;4;7364275.08
341941;2023;4;162114725.85
341941;2025;1;48388526.9
341941;2025;2;84802852.68
341941;2025;3;118785784.68
342033;2023;4;3449399872.26
342033;2025;1;1851863983.2
342033;2025;2;3362449336.76
342033;2025;3;4988266402.0
342084;2023;4;9508673841.32
342084;2025;1;3230211827.74
342084;2025;2;5761670046.38
342084;2025;3;8290389194.14
342131;2023;4;279333069.93
342131;2025;1;97027067.51
342131;2025;2;173659403.83
342131;2025;3;307948757.05
342157;2023;4;111717411.75
342157;2025;1;31195219.79
342157;2025;2;62694090.41
342157;2025;3;95648943.7
342203;2023;4;128186029.89
342203;2025;1;46445428.1
342203;2025;2;83395281.66
342203;2025;3;121923670.05
342335;2023;4;15524497.74
342343;2023;4;489322344.39
342343;2025;1;155516998.1
342343;2025;2;270363905.98
342343;2025;3;387743368.42
342386;2023;4;290788666.76
342386;2025;1;129178565.53
342386;2025;2;232970009.35
342386;2025;3;345518672.35
342556;2023;4;1608634415.14
342556;2025;1;470235149.24
342556;2025;2;955397026.45
342556;2025;3;1472272798.42
342611;2023;4;1231427632.39
342611;2025;1;334717868.25
342611;2025;2;666629323.72
342611;2025;3;998105374.66
342807;2023;4;1275911899.7
342807;2025;1;407179355.71
342807;2025;2;755008815.44
342807;2025;3;1129904521.74
342955;2023;4;31112798.82
342955;2025;1;10557971.9
342955;2025;2;19868798.97
342955;2025;3;29611567.44
343056;2023;4;31080468.12
343056;2025;1;10724755.62
343056;2025;2;19458084.06
343056;2025;3;29391919.65
343064;2023;4;604794302.36
343064;2025;1;193334543.1
343064;2025;2;355428237.31
343064;2025;3;511851449.87
343129;2023;4;205303247.98
343129;2025;1;71962935.25
343129;2025;2;125104733.89
343129;2025;3;182522911.54
343153;2023;4;90494934.26
343153;2025;1;31914073.02
343153;2025;2;54718115.42
343153;2025;3;75264587.09
343269;2023;4;6679580569.19
343269;2025;1;2314248783.68
343269;2025;2;4209909310.93
343269;2025;3;6273799469.61
343331;2023;4;547575120.17
343331;2025;1;201969053.32
343331;2025;2;347496081.74
343331;2025;3;497611939.36
343404;2023;4;22126318.07
343404;2025;1;5439876.03
343404;2025;2;10182799.04
343404;2025;3;14327587.24
343463;2023;4;509899920.48
343463;2025;1;168421568.79
343463;2025;2;315566204.54
343463;2025;3;481646407.61
343676;2023;4;452275552.21
343676;2025;1;146456278.2
343676;2025;2;267405680.7
343676;2025;3;394983464.12
343684;2023;4;371265294.97
343684;2025;1;145569730.45
343684;2025;2;254255921.31
343684;2025;3;374081157.65
343722;2023;4;120602919.04
343722;2025;1;36665844.55
343722;2025;2;70498385.36
343722;2025;3;104022811.76
343731;2023;4;8086742478.1
343731;2025;1;2617966981.67
343731;2025;2;4105821136.47
343731;2025;3;6066203724.7
343765;2023;4;188620604.35
343765;2025;1;65326728.67
343765;2025;2;121947210.55
343765;2025;3;178146835.62
343889;2023;4;40247536538.74
343889;2025;1;13116434990.68
343889;2025;2;24206059499.62
343889;2025;3;36206989872.92
343919;2023;4;7644062.01
344095;2023;4;3607417.52
344141;2023;4;72274642.46
344141;2025;1;15177726.81
344141;2025;2;27420808.8
344141;2025;3;41558463.55
344184;2023;4;31947805.18
344184;2025;1;9691805.99
344184;2025;2;20661715.44
344184;2025;3;27851329.31
344362;2023;4;1565448593.58
344362;2025;1;426126193.78
344362;2025;2;791451089.77
344362;2025;3;1151140685.18
344397;2023;4;2881008613.3
344397;2025;1;977938404.93
344397;2025;2;1719242154.81
344397;2025;3;2405398027.08
344443;2023;4;10912252.69
344451;2023;4;156301432.96
344451;2025;1;45587858.38
344451;2025;2;91110272.1
344451;2025;3;140711897.62
344486;2023;4;8583594.69
344583;2023;4;1399888.17
344681;2023;4;18327121.45
344729;2023;4;985525778.7
344729;2025;1;406148417.35
344729;2025;2;698547370.94
344729;2025;3;992893448.92
344788;2023;4;120179394.84
344788;2025;1;37306666.15
344788;2025;2;72642827.06
344788;2025;3;104959484.28
344800;2023;4;2255898699.19
344800;2025;1;666757534.9
344800;2025;2;1227407806.38
344800;2025;3;1793164440.63
344885;2023;4;10798075054.43
344885;2025;1;3698788385.72
344885;2025;2;6539544355.76
344885;2025;3;9722469399.91
344915;2023;4;39866507.79
344915;2025;1;12677896.88
344915;2025;2;19747523.23
344915;2025;3;27010428.09
345091;2023;4;409343224.22
345091;2025;1;131454105.32
345091;2025;2;261753792.46
345091;2025;3;389807359.37
345318;2023;4;150671909.89
345318;2025;1;46644262.74
345318;2025;2;86482529.74
345318;2025;3;124604504.0
345458;2023;4;507879030.73
345458;2025;1;164151639.2
345458;2025;2;305928078.53
345458;2025;3;457177144.92
345598;2023;4;1214211734.04
345598;2025;1;514665606.89
345598;2025;2;932002101.76
345598;2025;3;1409338101.83
345709;2023;4;949152525.65
345709;2025;1;314570100.05
345709;2025;2;578628686.7
345709;2025;3;874645370.14
345741;2023;4;90010681.95
345741;2025;1;13876323.34
345741;2025;2;14397974.95
345741;2025;3;14491176.19
345776;2023;4;402522791.37
345776;2025;1;127064075.46
345776;2025;2;241878955.14
345776;2025;3;352239715.34
346004;2023;4;128569970.26
346004;2025;1;40834958.19
346004;2025;2;79973177.23
346004;2025;3;119235199.42
346209;2023;4;771033373.37
346209;2025;1;292151091.86
346209;2025;2;507136647.24
346209;2025;3;726330538.97
346276;2023;4;1594916068.52
346276;2025;1;620701337.51
346276;2025;2;1162178964.63
346276;2025;3;1726497398.26
346659;2023;4;53952423508.94
346659;2025;1;17945292316.69
346659;2025;2;32695856447.33
346659;2025;3;47807714117.74
346870;2023;4;128562212.91
346870;2025;1;71379623.16
346926;2023;4;7956886678.58
346926;2025;1;3250063923.8
346926;2025;2;5624608693.78
346926;2025;3;8159632532.11
346951;2023;4;424207965.94
346951;2025;1;139641337.89
346951;2025;2;265164173.59
346951;2025;3;401020460.99
347108;2023;4;405656485.52
347108;2025;1;131727915.56
347108;2025;2;234240949.36
347108;2025;3;345935431.06
347183;2023;4;18766270.94
347302;2023;4;7256940.43
347477;2023;4;28961031.63
347507;2023;4;1486960792.69
347507;2025;1;521021938.58
347507;2025;2;963735155.37
347507;2025;3;1416565269.44
347604;2023;4;74330913.01
347604;2025;1;21246325.9
347604;2025;2;40496042.32
347604;2025;3;60540607.92
347655;2023;4;754908499.02
347655;2025;1;228973569.0
347655;2025;2;452283930.75
347655;2025;3;712188610.72
347736;2023;4;294539212.14
347736;2025;1;102024551.3
347736;2025;2;177297799.36
347736;2025;3;253260523.55
347795;2023;4;52718232.24
347795;2025;1;15548767.82
347795;2025;2;27958694.19
347795;2025;3;39836019.19
347825;2023;4;149651821.79
347825;2025;1;27559873.67
347825;2025;2;47384975.05
347825;2025;3;69692072.49
348082;2023;4;1613525120.42
348082;2025;1;566578235.19
348082;2025;2;1025408669.52
348082;2025;3;1526118906.07
348180;2023;4;2361818535.82
348180;2025;1;1039820097.56
348180;2025;2;1784197012.0
348180;2025;3;2490098971.03
348244;2023;4;732718727.57
348244;2025;1;258038770.33
348244;2025;2;457676526.26
348244;2025;3;666704524.0
348261;2023;4;355442090.88
348261;2025;1;127844594.26
348261;2025;2;235896695.3
348261;2025;3;347597002.2
348295;2023;4;6728717197.38
348295;2025;1;2100230277.89
348295;2025;2;4244071263.34
348295;2025;3;6478939726.71
348520;2023;4;7560908498.17
348520;2025;1;2270836056.82
348520;2025;2;4443780527.81
348520;2025;3;6286618784.62
348830;2023;4;1318631885.71
348830;2025;1;513565699.97
348830;2025;2;955965653.46
348830;2025;3;1374179861.75
349011;2023;4;14534102.18
349283;2023;4;1105481.31
349291;2023;4;9901966.6
349534;2023;4;887754234.46
349534;2025;1;295839382.3
349534;2025;2;569946031.39
349682;2023;4;2182150895.07
349682;2025;1;689959846.57
349682;2025;2;1384750247.4
349682;2025;3;2119072790.13
349712;2023;4;2096796416.7
349712;2025;1;847328435.19
349712;2025;2;1526625431.28
349712;2025;3;2245952531.77
350141;2023;4;2899459346.22
350141;2025;1;1019301202.94
350141;2025;2;1817460026.02
350141;2025;3;2622829233.92
350249;2023;4;2217710961.66
350249;2025;1;2036306257.89
350249;2025;2;2654085557.75
350249;2025;3;3205150888.3
350290;2023;4;6658127.48
350346;2023;4;394318866.06
350346;2025;1;68161666.97
350346;2025;2;107045137.55
350346;2025;3;150959873.77
350371;2023;4;1551861282.2
350371;2025;1;575418911.71
350371;2025;2;1030514911.92
350371;2025;3;1510181062.63
350494;2023;4;629300377.59
350494;2025;1;173176859.08
350494;2025;2;345907501.41
350494;2025;3;526765638.0
350630;2023;4;22475566.35
350648;2023;4;215085788.86
350648;2025;1;80492578.25
350648;2025;2;146197895.34
350648;2025;3;218978872.13
350699;2023;4;550090722.94
350699;2025;1;227438749.62
350699;2025;2;482097140.37
350699;2025;3;713382399.53
350729;2023;4;22346363.43
350770;2023;4;28814416.15
350770;2025;1;10935419.76
350770;2025;2;20605241.31
350770;2025;3;30314700.29
351202;2023;4;5164319215.94
351202;2025;1;1818525210.24
351202;2025;2;3486661268.5
351202;2025;3;5211575437.06
351270;2023;4;226715336.75
351270;2025;1;80295712.92
351270;2025;2;152923217.06
351270;2025;3;226262002.51
351351;2023;4;10146816.17
351407;2023;4;911791097.6
351407;2025;1;312412882.67
351407;2025;2;542678618.66
351407;2025;3;808456292.6
351628;2023;4;1944620.44
351776;2023;4;191058275.18
351776;2025;1;83966651.14
351776;2025;2;145745063.25
351776;2025;3;193710599.21
351792;2023;4;693115349.11
351792;2025;1;8941160.06
351792;2025;2;3854029.84
352152;2023;4;12319176.45
352179;2023;4;735512776.43
352179;2025;1;213080700.01
352179;2025;2;378688908.93
352179;2025;3;563083687.12
352314;2023;4;616694224.38
352314;2025;1;230343268.47
352314;2025;2;398747350.45
352314;2025;3;589932902.56
352331;2023;4;7104183927.65
352331;2025;1;2028092105.4
352331;2025;2;4062253070.69
352331;2025;3;6271490212.76
352501;2023;4;24539610874.29
352501;2025;1;8324440315.32
352501;2025;2;15601826245.68
352501;2025;3;23307404006.0
352519;2023;4;132395555.49
352519;2025;1;56737869.74
352519;2025;2;92266329.79
352519;2025;3;121051789.1
352543;2023;4;1430233842.99
352543;2025;1;429425476.3
352543;2025;2;877403495.11
352543;2025;3;1462011819.79
352586;2023;4;642283255.48
352586;2025;1;224431687.55
352586;2025;2;337072372.39
352586;2025;3;476807081.76
352683;2023;4;1864224995.69
352683;2025;1;596960089.08
352683;2025;2;1116934925.95
352683;2025;3;1662184176.43
352861;2023;4;130488892.58
353027;2023;4;486256223.37
353027;2025;1;146342569.9
353027;2025;2;281375386.7
353027;2025;3;418791314.38
353060;2023;4;1680505389.91
353060;2025;1;603207838.84
353060;2025;2;1094536038.81
353060;2025;3;1617852122.36
353264;2023;4;184794370.28
353264;2025;1;50575923.27
353264;2025;2;100155245.99
353264;2025;3;149451647.16
353353;2023;4;3827248422.85
353353;2025;1;1211365584.22
353353;2025;2;2283177506.56
353353;2025;3;3397448996.37
353477;2023;4;1433276.14
353663;2023;4;2736217959.25
353663;2025;1;949970595.2
353663;2025;2;1775628350.02
353663;2025;3;2662520456.6
353698;2023;4;148688039.34
353698;2025;1;48052231.03
353698;2025;2;94288801.21
353698;2025;3;141892773.72
353752;2023;4;17371131.34
353876;2023;4;251619321.04
353876;2025;1;95768147.17
353876;2025;2;171085050.87
353876;2025;3;241830467.69
353892;2023;4;858394.39
354031;2023;4;3186151164.72
354031;2025;1;1023040510.53
354031;2025;2;1980673659.82
354031;2025;3;3000610741.6
354066;2023;4;2612353681.91
354066;2025;1;916336015.68
354066;2025;2;1662921903.13
354066;2025;3;2478422309.7
354279;2023;4;571129325.76
354279;2025;1;197010340.29
354279;2025;2;345699775.49
354279;2025;3;490974492.05
354295;2023;4;1834455533.68
354295;2025;1;570976371.42
354295;2025;2;1128729917.84
354295;2025;3;1702440783.59
354325;2023;4;526080772.97
354325;2025;1;195856775.07
354325;2025;2;340168639.38
354325;2025;3;508633546.55
354511;2023;4;1156571607.5
354511;2025;1;333717736.01
354511;2025;2;621779224.23
354511;2025;3;935295669.46
354562;2023;4;1081584482.07
354562;2025;1;366220080.66
354562;2025;2;785645443.96
354562;2025;3;1233793381.43
354619;2023;4;223284939.99
354619;2025;1;72189175.09
354619;2025;2;143279648.84
354619;2025;3;216412582.64
354627;2023;4;387302027.88
354627;2025;1;14365090812.66
354627;2025;2;14473168084.67
354627;2025;3;14584335349.76
354678;2023;4;141499545.99
354678;2025;1;46739530.16
354678;2025;2;81684481.57
354678;2025;3;121005757.9
354686;2023;4;26635912.55
354783;2023;4;2139451150.66
354783;2025;1;736311310.6
354783;2025;2;1418959082.86
354783;2025;3;2136948934.7
354996;2023;4;205707784.91
354996;2025;1;92094868.06
354996;2025;2;159513237.92
354996;2025;3;230215575.9
355097;2023;4;5689344359.21
355097;2025;1;1775805798.68
355097;2025;2;3509432845.01
355097;2025;3;5095938130.37
355151;2023;4;2499312531.47
355151;2025;1;750720344.48
355151;2025;2;1405512979.35
355151;2025;3;2044281283.77
355577;2023;4;519932186.09
355577;2025;1;178435775.36
355577;2025;2;314103754.5
355577;2025;3;467698316.21
355593;2023;4;339722789.67
355593;2025;1;127966959.49
355593;2025;2;229722168.8
355593;2025;3;347294247.28
355691;2023;4;4449677884.55
355691;2025;1;1575797882.06
355691;2025;2;2860937069.88
355691;2025;3;4260387553.55
355721;2023;4;6034644854.46
355721;2025;1;1886276270.0
355721;2025;2;3555042402.46
355721;2025;3;5313063805.07
356123;2023;4;1234060224.04
356123;2025;1;342420534.72
356123;2025;2;666285129.55
356123;2025;3;1030098046.4
356417;2023;4;2864455277.4
356417;2025;1;882993090.86
356417;2025;2;1735623253.77
356417;2025;3;2626665283.91
356476;2023;4;974402445.64
356476;2025;1;298939463.15
356476;2025;2;543722600.88
356476;2025;3;805962319.97
356581;2023;4;419616125.73
356581;2025;1;154791676.75
356581;2025;2;271724074.56
356581;2025;3;390849288.37
357022;2023;4;561820888.54
357022;2025;1;201103476.59
357022;2025;2;373192247.84
357022;2025;3;544320543.95
357138;2023;4;1075287245.83
357138;2025;1;360240987.82
357138;2025;2;669910070.32
357138;2025;3;996611725.88
357260;2023;4;1306940986.0
357260;2025;1;443181695.1
357260;2025;2;831389831.79
357260;2025;3;1214629933.52
357391;2023;4;13864553691.16
357391;2025;1;4407555489.66
357391;2025;2;7947336621.35
357391;2025;3;11988896454.3
357511;2023;4;5979419683.5
357511;2025;1;2336097106.84
357511;2025;2;4255266326.34
357511;2025;3;6189006655.89
357669;2023;4;136998728.27
357669;2025;1;45838157.77
357669;2025;2;82016608.94
357669;2025;3;116423069.76
357715;2023;4;221663088.36
357715;2025;1;99024958.81
357715;2025;2;179100836.92
357715;2025;3;265253861.35
358053;2023;4;72673333.54
358053;2025;1;155274516.81
358053;2025;2;526465337.46
358053;2025;3;1074674749.34
358088;2023;4;1516131096.86
358088;2025;1;515003194.96
358088;2025;2;949140655.62
358088;2025;3;1397572037.76
358096;2023;4;696074211.26
358096;2025;1;228008410.64
358096;2025;2;414798199.14
358096;2025;3;602819070.66
358282;2023;4;345470933.76
358282;2025;1;114218667.22
358282;2025;2;200786874.4
358282;2025;3;303408269.13
358339;2023;4;58968492.35
358339;2025;1;17915133.38
358339;2025;2;30156163.13
358339;2025;3;42553091.5
358436;2023;4;148827460.98
358436;2025;1;40253016.92
358436;2025;2;81675151.0
358436;2025;3;124297885.82
358754;2023;4;543767777.73
358754;2025;1;127905448.47
358754;2025;2;244408257.35
358754;2025;3;308416179.71
359017;2023;4;79228341211.23
359017;2025;1;22307114934.68
359017;2025;2;46150782481.58
359017;2025;3;66465961700.3
359033;2023;4;256925740.37
359033;2025;1;97378779.77
359033;2025;2;173757204.24
359033;2025;3;265872142.87
359122;2023;4;776055189.83
359122;2025;1;212375766.09
359122;2025;2;386968771.42
359122;2025;3;577106440.81
359289;2023;4;1336368703.76
359289;2025;1;554583548.63
359289;2025;2;930067021.93
359394;2023;4;19177686.94
359459;2023;4;1511777.5
359661;2023;4;14745360577.64
359661;2025;1;5013532151.78
359661;2025;2;9659679182.8
359661;2025;3;14719805376.84
359726;2023;4;2559832.71
359777;2023;4;1681440134.29
359777;2025;1;592127206.69
359777;2025;2;1084062039.27
359777;2025;3;1597592517.11
360244;2023;4;1945420543.55
360244;2025;1;613652397.51
360244;2025;2;1138794175.27
360244;2025;3;1669854102.93
360414;2023;4;416068405.38
360414;2025;1;148975916.07
360414;2025;2;274510919.9
360414;2025;3;378466884.61
360449;2023;4;9806243655.47
360449;2025;1;2995109285.59
360449;2025;2;5468257221.05
360449;2025;3;8189166044.02
360783;2023;4;79095589.24
360783;2025;1;22728567.18
360783;2025;2;45156028.62
360783;2025;3;72442151.57
361011;2023;4;3223073968.82
361011;2025;1;1277335342.61
361011;2025;2;2199382293.06
361011;2025;3;3195179144.44
361461;2023;4;516583392.37
361461;2025;1;193431768.13
361461;2025;2;338162261.64
361461;2025;3;500675130.22
361569;2023;4;119972622.24
361569;2025;1;34450115.92
361569;2025;2;57784564.95
361569;2025;3;84103435.09
361593;2023;4;122171487.41
361593;2025;1;27711546.87
361593;2025;2;53195092.51
361593;2025;3;80426604.06
361615;2023;4;769490228.58
361615;2025;1;263721197.03
361615;2025;2;484721359.32
361615;2025;3;709537217.41
361941;2023;4;587804012.83
361941;2025;1;209648715.44
361941;2025;2;379907472.16
361941;2025;3;551055028.43
362140;2023;4;757079224.56
362140;2025;1;259253901.27
362140;2025;2;417153272.23
362140;2025;3;596748666.81
362573;2023;4;279862126.77
362573;2025;1;97915675.52
362573;2025;2;183818153.61
362573;2025;3;281993632.5
362824;2023;4;2864891.88
362832;2023;4;248023594.28
362832;2025;1;86408998.3
362832;2025;2;157449403.49
362832;2025;3;241268342.01
363171;2023;4;21280720.43
363189;2023;4;59147118.51
363189;2025;1;25438967.28
363189;2025;2;43428530.11
363189;2025;3;62127828.36
363286;2023;4;570077168.02
363286;2025;1;151973689.56
363286;2025;2;239002207.29
363286;2025;3;333317270.47
363391;2023;4;63964558.22
363391;2025;1;30419603.7
363391;2025;2;47958612.92
363391;2025;3;65518080.91
363766;2023;4;1845034402.26
363855;2023;4;648293959.24
363855;2025;1;226662030.27
363855;2025;2;385268697.21
363855;2025;3;575817115.39
364070;2023;4;173435129.13
364070;2025;1;65017367.83
364070;2025;2;123191536.11
364070;2025;3;181186676.98
364312;2023;4;2276316480.12
364312;2025;1;728120685.82
364312;2025;2;1430107898.46
364312;2025;3;2139735596.2
364584;2023;4;3140781126.11
364584;2025;1;954936975.39
364584;2025;2;1802434637.76
364584;2025;3;2652891363.27
364592;2023;4;250570249.96
364592;2025;1;119873861.77
364592;2025;2;217890455.37
364592;2025;3;307358328.57
364860;2023;4;1212555732.09
364860;2025;1;425398269.33
364860;2025;2;802245007.22
364860;2025;3;1213658499.71
365238;2023;4;417549059.07
365238;2025;1;150616298.52
365238;2025;2;279875648.03
365238;2025;3;408743272.45
365297;2023;4;5835974.24
365530;2023;4;325123717.5
365530;2025;1;101076826.58
365530;2025;2;186658548.94
365530;2025;3;278977084.72
365645;2023;4;4485553.95
365645;2025;1;31722617.46
365645;2025;2;31722617.46
365645;2025;3;40511127.13
365777;2023;4;550110755.8
365777;2025;1;180522076.37
365777;2025;2;334357486.57
365777;2025;3;511053443.47
365785;2023;4;39818555.82
365785;2025;1;10342215.28
365785;2025;2;19837580.1
365785;2025;3;29680088.19
366064;2023;4;544943338.26
366064;2025;1;168631477.45
366064;2025;2;317082664.89
366064;2025;3;467829750.26
366340;2023;4;308842016.07
366340;2025;1;113895585.18
366340;2025;2;210333890.84
366340;2025;3;306109568.73
366439;2023;4;131964595.04
366439;2025;1;39494298.39
366439;2025;2;81214244.81
366439;2025;3;136548758.74
366510;2023;4;3737880.69
366561;2023;4;1987865010.19
366561;2025;1;697157823.72
366561;2025;2;1276118961.66
366561;2025;3;1824031171.24
367087;2023;4;2039503138.99
367087;2025;1;757802886.9
367087;2025;2;1361207959.22
367087;2025;3;1998703173.0
367095;2023;4;1812717650.18
367095;2025;1;741359950.98
367095;2025;2;1523582951.16
367095;2025;3;2246705274.45
367397;2023;4;2566008455.01
367397;2025;1;719283276.41
367397;2025;2;1323204501.46
367397;2025;3;1937953931.31
367613;2023;4;78153689.69
367613;2025;1;32502537.6
367613;2025;2;52245439.46
367613;2025;3;73552171.24
367966;2023;4;7475166.77
368148;2023;4;484515444.88
368148;2025;1;173054826.92
368148;2025;2;314173137.22
368148;2025;3;464286271.48
368181;2023;4;1132655.19
368253;2023;4;70060388853.49
368253;2025;1;21738923842.29
368253;2025;2;48836823105.03
368253;2025;3;63864768759.76
368555;2023;4;236341391.35
368555;2025;1;58002231.05
368555;2025;2;109948288.71
368555;2025;3;169410681.23
368920;2023;4;596763568.15
368920;2025;1;227243411.67
368920;2025;2;388100252.34
368920;2025;3;581239116.39
369233;2023;4;256876656.27
369292;2023;4;2441458819.38
369292;2025;1;826105554.91
369292;2025;2;1600564521.76
369292;2025;3;2368469725.56
369411;2023;4;1222818441.95
369411;2025;1;474062969.18
369411;2025;2;809775628.27
369411;2025;3;1182176855.44
369462;2023;4;15503663.89
369659;2023;4;3880426091.95
369659;2025;1;1312064393.12
369659;2025;2;2408895236.32
369659;2025;3;3537252571.78
370070;2023;4;3868516587.27
370070;2025;1;1294079958.3
370070;2025;2;2303210691.82
370070;2025;3;3390370498.95
370088;2023;4;431443844.33
370088;2025;1;152170586.98
370088;2025;2;269367844.72
370088;2025;3;399285174.94
370568;2023;4;60620544.07
370568;2025;1;18527207.64
370568;2025;2;35970845.41
370568;2025;3;54248261.88
370592;2023;4;156938714.33
370592;2025;1;47227991.15
370592;2025;2;81454879.15
370592;2025;3;117137979.61
370681;2023;4;1242790946.23
370681;2025;1;420546063.42
370681;2025;2;772973608.18
370681;2025;3;1122305973.34
370711;2023;4;37138956.59
370711;2025;1;13004852.27
370711;2025;2;24057896.2
370711;2025;3;35928771.43
370975;2023;4;359047371.71
370975;2025;1;129370420.57
370975;2025;2;230633327.11
370975;2025;3;317318000.7
371106;2023;4;1453914103.91
371106;2025;1;451805746.6
371106;2025;2;867254642.79
371106;2025;3;1314171561.37
371254;2023;4;5527741260.38
371254;2025;1;1868445371.9
371254;2025;2;3382334464.56
371254;2025;3;5113669166.47
371564;2023;4;215079548.38
371564;2025;1;92974074.02
371564;2025;2;159708156.89
371564;2025;3;225430556.15
371629;2023;4;1297334795.58
371629;2025;1;421103980.21
371629;2025;2;795168104.44
371629;2025;3;1198794117.09
371777;2023;4;1044861644.81
371777;2025;1;308498665.94
371777;2025;2;566036272.33
371777;2025;3;880766981.92
372561;2023;4;528325695.67
372561;2025;1;189981444.47
372561;2025;2;357153152.78
372561;2025;3;529386804.06
372609;2023;4;1426834582.73
372609;2025;1;533672640.47
372609;2025;2;982647814.26
372609;2025;3;1433230574.33
373010;2023;4;1541647956.96
373109;2023;4;26576288.65
373109;2025;2;17259308.66
373109;2025;3;26118792.92
374440;2023;4;306170015.1
374440;2025;1;148687348.36
374440;2025;2;210117138.13
374440;2025;3;282692515.29
378216;2023;4;454735422.98
378216;2025;1;144351629.3
378216;2025;2;251329078.11
378216;2025;3;370455353.13
378682;2023;4;12544566.53
378941;2023;4;6346325.16
379280;2023;4;1280221394.23
379280;2025;1;443288530.26
379280;2025;2;878612123.91
379280;2025;3;1297171356.73
379956;2023;4;13301875070.44
379956;2025;1;5123627811.22
379956;2025;2;9816637322.37
379956;2025;3;14832629350.54
380661;2023;4;2228223635.53
380661;2025;1;955020085.21
380661;2025;2;1596691263.21
380661;2025;3;2063747568.38
381144;2023;4;38349689.87
381144;2025;1;12581938.69
381144;2025;2;23168089.62
381144;2025;3;35741645.0
382281;2023;4;26263538.89
382281;2025;1;11619429.79
382281;2025;2;23640097.64
382281;2025;3;36272067.2
382337;2023;4;18245168.33
382540;2023;4;847310015.54
382540;2025;1;280692895.56
382540;2025;2;527762008.5
382540;2025;3;789295751.05
382639;2023;4;16743173.53
382639;2025;1;4646002.46
382639;2025;2;9369194.46
382639;2025;3;14970815.79
382655;2023;4;56930206.21
382655;2025;1;14232689.67
382655;2025;2;27450386.6
382655;2025;3;41678536.08
382876;2023;4;15599000424.01
382876;2025;1;5910567076.2
382876;2025;2;10780961909.91
382876;2025;3;15483982989.8
383929;2023;4;21188736.9
384577;2023;4;4843281994.48
384577;2025;1;1852969152.91
384577;2025;2;3219662327.89
384577;2025;3;4607496114.27
384704;2023;4;244391517.21
384704;2025;1;66694451.39
384704;2025;2;111895159.71
384704;2025;3;168903204.77
384844;2023;4;754240.54
385255;2023;4;1200707080.71
385255;2025;1;353146788.27
385255;2025;2;652635191.92
385255;2025;3;971563378.92
385620;2023;4;330009589.83
385620;2025;1;126464898.05
385620;2025;2;225901875.38
385620;2025;3;324431145.99
385697;2023;4;2799653678.04
385697;2025;1;1059565365.44
385697;2025;2;1956581972.74
385697;2025;3;2843583474.75
386219;2023;4;2636186.62
386588;2023;4;2055316026.82
386588;2025;1;703485625.77
386588;2025;2;1303299753.7
386588;2025;3;1919537682.04
386596;2023;4;648110623.09
386596;2025;1;310195560.13
386596;2025;2;505946244.0
386596;2025;3;747057997.16
386901;2023;4;212873806.13
386901;2025;1;64934198.22
386901;2025;2;132575327.24
386901;2025;3;213788989.18
387185;2023;4;174186585.56
387185;2025;1;67909480.99
387185;2025;2;113873908.81
387185;2025;3;160092377.19
388092;2023;4;69545945.76
388092;2025;1;21968907.2
388092;2025;2;47712859.33
388092;2025;3;76878824.46
389358;2023;4;127174570.88
389358;2025;1;27843302.56
389358;2025;2;50794361.7
389358;2025;3;170129481.15
389854;2023;4;92124759.8
389854;2025;1;29590312.58
389854;2025;2;59165541.07
389854;2025;3;88712172.28
390259;2023;4;67694895.27
390259;2025;1;22491698.96
390259;2025;2;37948045.13
390259;2025;3;53375884.45
392391;2023;4;622941207.96
392804;2023;4;2793541528.15
392804;2025;1;894217737.48
392804;2025;2;1818158698.5
